"","deaths","continentExp","CRPS","confirmed_today","deaths_today","Date","population","confirmed","recovered","imputed","recovered_imputed","active","active_imputed","new_confirmed","net_active","net_active_imputed","new_recovered","new_recovered_imputed","new_deaths","confirmed_pM","active_pM","recovered_pM","deaths_pM","new_confirmed_pM","net_active_pM","new_recovered_pM","new_deaths_pM","recovered_per_confirmed","deaths_per_confirmed","recovered_per_deaths","day_1","day_20","day_100","day_400","day_1000","day_2000","day_5000","day_10000"
"543",177,"Asia","Israel",222,5,2020-04-21,8883800,13713,0,TRUE,0,13536,13536,322,314,314,0,0,8,1543.59620882955,1523.67230239312,0,19.9239064364349,36.2457506922713,35.3452351471217,0,0.900515545149598,,0.012907460074382,,57,44,39,35,30,27,20,11
"544",184,"Asia","Israel",229,7,2020-04-22,8883800,13942,0,TRUE,0,13758,13758,323.4,317.6,317.6,0,0,5.8,1569.37346630946,1548.66160877102,0,20.7118575384408,36.4033409126725,35.750467142439,0,0.652873770233459,,0.013197532635203,,58,45,40,36,31,28,21,12
"545",191,"Asia","Israel",650,7,2020-04-23,8883800,14592,0,TRUE,0,14401,14401,313.4,309,309,0,0,4.4,1642.54035435287,1621.04054571242,0,21.4998086404467,35.2776964812355,34.7824129314032,0,0.495283549832279,,0.0130893640350877,,59,46,41,37,32,29,22,13
"546",193,"Asia","Israel",290,2,2020-04-24,8883800,14882,0,TRUE,0,14689,14689,317,312.6,312.6,0,0,4.4,1675.18404286454,1653.45910533781,0,21.7249375267341,35.6829284765528,35.1876449267205,0,0.495283549832279,,0.0129686870044349,,60,47,42,38,33,30,23,14
"547",194,"Asia","Israel",176,1,2020-04-25,8883800,15058,0,TRUE,0,14864,14864,291.2,288.2,288.2,0,0,3,1694.99538485783,1673.15788288795,0,21.8375019698778,32.7787658434454,32.4410725140143,0,0.337693329431099,,0.0128835170673396,,61,48,43,39,34,31,24,15
"548",199,"Asia","Israel",240,5,2020-04-26,8883800,15298,0,TRUE,0,15099,15099,174.8,172.6,172.6,0,0,2.2,1722.01085121232,1699.61052702672,0,22.4003241855963,19.6762646615187,19.4286228866026,0,0.247641774916139,,0.0130082363707674,,62,49,44,40,35,32,25,16
"549",199,"Asia","Israel",100,0,2020-04-27,8883800,15398,0,TRUE,0,15199,15199,141.4,138.4,138.4,0,0,3,1733.26729552669,1710.86697134109,0,22.4003241855963,15.9166122605191,15.578918931088,0,0.337693329431099,,0.0129237563319912,,63,50,45,41,36,33,26,17
"550",202,"Asia","Israel",68,3,2020-04-28,8883800,15466,0,TRUE,0,15264,15264,155.2,151,151,0,0,4.2,1740.92167766046,1718.18366014543,0,22.7380175150274,17.4700015759022,16.9972309146987,0,0.472770661203539,,0.0130609077977499,,64,51,46,42,37,34,27,18
"551",208,"Asia","Israel",123,6,2020-04-29,8883800,15589,0,TRUE,0,15381,15381,129.6,125,125,0,0,4.6,1754.76710416714,1731.35369999325,0,23.4134041738896,14.5883518314235,14.0705553929625,0,0.517796438461019,,0.0133427416768234,,65,52,47,43,38,35,28,19
"552",215,"Asia","Israel",245,7,2020-04-30,8883800,15834,0,TRUE,0,15619,15619,140.6,135.4,135.4,0,0,5.2,1782.34539273734,1758.14403746145,0,24.2013552758955,15.8265607060042,15.2412256016569,0,0.585335104347239,,0.0135783756473412,,66,53,48,44,39,36,29,20
"553",222,"Asia","Israel",112,7,2020-05-01,8883800,15946,0,TRUE,0,15724,15724,143.8,138.4,138.4,0,0,5.4,1794.95261036944,1769.96330399154,0,24.9893063779014,16.186766924064,15.578918931088,0,0.607847992975979,,0.0139219867051298,,67,54,49,45,40,37,30,21
"554",225,"Asia","Israel",155,3,2020-05-02,8883800,16101,0,TRUE,0,15876,15876,123.8,119,119,0,0,4.8,1812.40009905671,1787.07309934938,0,25.3269997073324,13.93547806119,13.3951687341003,0,0.540309327089759,,0.0139742873113471,,68,55,50,46,41,38,31,22
"555",229,"Asia","Israel",84,4,2020-05-03,8883800,16185,0,TRUE,0,15956,15956,82.4,78.4,78.4,0,0,4,1821.85551228078,1796.07825480087,0,25.7772574799072,9.27531011504086,8.82505234246606,0,0.450257772574799,,0.0141489033055298,,69,56,51,47,42,39,32,23
"556",232,"Asia","Israel",23,3,2020-05-04,8883800,16208,0,TRUE,0,15976,15976,68.6,65.4,65.4,0,0,3.2,1824.44449447309,1798.32954366375,0,26.1149508093383,7.7219207996578,7.36171458159797,0,0.360206218059839,,0.0143139190523198,,70,57,52,48,43,40,33,24
"557",235,"Asia","Israel",38,3,2020-05-05,8883800,16246,0,TRUE,0,16011,16011,41.8,39,39,0,0,2.8,1828.72194331255,1802.26929917378,0,26.4526441387694,4.70519372340665,4.39001328260429,0,0.315180440802359,,0.0144650991013172,,71,58,53,49,44,41,34,25
"558",238,"Asia","Israel",43,3,2020-05-06,8883800,16289,0,TRUE,0,16051,16051,39.2,37,37,0,0,2.2,1833.56221436773,1806.77187689953,0,26.7903374682005,4.41252617123303,4.16488439631689,0,0.247641774916139,,0.0146110872367856,,72,59,54,50,45,42,35,26
"559",239,"Asia","Israel",21,1,2020-05-07,8883800,16310,0,TRUE,0,16071,16071,45.6,43,43,0,0,2.6,1835.92606767374,1809.0231657624,0,26.9029019113442,5.13293860735271,4.84027105517909,0,0.292667552173619,,0.014653586756591,,73,60,55,51,46,43,36,27
"560",240,"Asia","Israel",71,1,2020-05-08,8883800,16381,0,TRUE,0,16141,16141,,,,,,,1843.91814313695,1816.90267678246,0,27.0154663544879,,,,,,0.014651120200232,,74,61,56,52,47,44,37,28
"561",245,"Asia","Israel",55,5,2020-05-09,8883800,16436,0,TRUE,0,16191,16191,,,,,,,1850.10918750985,1822.53089893964,0,27.5782885702064,,,,,,0.0149063032367973,,75,62,57,53,48,45,38,29
"562",631,"Europe","Italy",977,167,2020-03-11,60431283,10149,0,TRUE,0,9518,9518,1846,1689.4,1689.4,0,0,156.6,167.9428186226,157.50120678391,0,10.4416118386896,30.5470926374342,27.9557195567071,0,2.59137308072708,,0.0621736131638585,,41,18,17,14,11,9,4,1
"563",827,"Europe","Italy",2313,196,2020-03-12,60431283,12462,0,TRUE,0,11635,11635,2057,1876.6,1876.6,0,0,180.4,206.217696883914,192.53273176411,0,13.6849651198039,34.0386617308787,31.0534528945877,0,2.98520883629097,,0.0663617396886535,,42,19,18,15,12,10,5,2
"564",1016,"Europe","Italy",2651,189,2020-03-13,60431283,15113,0,TRUE,0,14097,14097,2397,2201.6,2201.6,0,0,195.4,250.085704783067,233.273220427903,0,16.8124843551642,39.6648868103628,36.4314621617416,0,3.23342464862115,,0.0672268907563025,,43,20,19,16,13,11,6,3
"565",1268,"Europe","Italy",2547,252,2020-03-14,60431283,17660,0,TRUE,0,16392,16392,2766.2,2530.2,2530.2,0,0,236,292.232749716732,271.250239714421,0,20.9825100023112,45.7743053378496,41.8690432238548,0,3.90526211399483,,0.0718006795016988,,44,21,20,17,14,12,7,4
"566",1441,"Europe","Italy",3497,173,2020-03-15,60431283,21157,0,TRUE,0,19716,19716,3103.6,2837.4,2837.4,0,0,266.2,350.100129431308,326.254863726789,0,23.8452657045193,51.3575063431965,46.9525030603769,0,4.4050032828196,,0.0681098454412251,,45,22,21,18,15,13,8,5
"567",1811,"Europe","Italy",2823,370,2020-03-16,60431283,23980,0,TRUE,0,22169,22169,3278.6,2980.8,2980.8,0,0,297.8,396.814345311848,366.846422903184,0,29.9679224086637,54.2533574870486,49.3254462262534,0,4.92791126079517,,0.0755212677231026,,46,23,22,19,16,14,9,6
"568",2158,"Europe","Italy",4000,347,2020-03-17,60431283,27980,0,TRUE,0,25822,25822,3610.6,3268.6,3268.6,0,0,342,463.005228599896,427.295247065994,0,35.7099815339019,59.7472007999565,54.0878802788284,0,5.65932052112811,,0.0771265189421015,,47,24,23,20,17,15,10,7
"569",2505,"Europe","Italy",3526,347,2020-03-18,60431283,31506,0,TRUE,0,29001,29001,3975.6,3582.4,3582.4,0,0,393.2,521.35249221831,479.90045155917,0,41.4520406591401,65.7871188999909,59.2805550727758,0,6.50656382721512,,0.0795086650161874,,48,25,24,21,18,16,11,8
"570",2978,"Europe","Italy",4207,473,2020-03-19,60431283,35713,0,TRUE,0,32735,32735,4608.2,4164,4164,0,0,444.2,590.968753716515,541.689641108563,0,49.2791126079517,76.2552070919957,68.904709502858,0,7.35049758913773,,0.0833870019320695,,49,26,25,22,19,17,12,9
"571",3407,"Europe","Italy",5322,429,2020-03-20,60431283,41035,0,TRUE,0,37628,37628,5119.6,4585.8,4585.8,0,0,533.8,679.035723931263,622.657639090668,0,56.3780848405949,84.7177115203726,75.8845381455826,0,8.83317337479001,,0.0830266845375899,,50,27,26,23,20,18,13,10
"572",4032,"Europe","Italy",5986,625,2020-03-21,60431283,47021,0,TRUE,0,42989,42989,5526.4,4932.2,4932.2,0,0,594.2,778.090380771826,711.369970417474,0,66.7204103543524,91.4493243507671,81.6166686383276,0,9.83265571243953,,0.0857489206950086,,51,28,27,24,21,19,14,11
"573",4827,"Europe","Italy",6557,795,2020-03-22,60431283,53578,0,TRUE,0,48751,48751,5642.8,5023,5023,0,0,619.8,886.593786201759,806.717937793907,0,79.8758484078519,93.3754790544493,83.1192016889663,0,10.256277365483,,0.0900929485983053,,52,29,28,25,22,20,15,12
"574",5476,"Europe","Italy",5560,649,2020-03-23,60431283,59138,0,TRUE,0,53662,53662,5628.2,4945.6,4945.6,0,0,682.6,978.599113972146,887.983794750808,0,90.6153192213377,93.133882330448,81.8384080973426,0,11.2954742331054,,0.0925969765632926,,53,30,29,26,23,21,16,13
"575",6077,"Europe","Italy",4789,601,2020-03-24,60431283,63927,0,TRUE,0,57850,57850,5473,4778.4,4778.4,0,0,694.6,1057.84614898876,957.285649553394,0,100.560499435367,90.5656760588717,79.0716291759022,0,11.4940468829695,,0.0950615545856993,,54,31,30,27,24,22,17,14
"576",6820,"Europe","Italy",5249,743,2020-03-25,60431283,69176,0,TRUE,0,62356,62356,5392.2,4724.6,4724.6,0,0,667.6,1144.7051355835,1031.84967957738,0,112.855456006122,89.2286202164531,78.1813617956779,0,11.0472584207752,,0.0985891060483405,,55,32,31,28,25,23,18,15
"577",7505,"Europe","Italy",5210,685,2020-03-26,60431283,74386,0,TRUE,0,66881,66881,5472,4740,4740,0,0,732,1230.91876106618,1106.72811629698,0,124.1906447692,90.5491283380497,78.4361966963369,0,12.1129316417128,,0.100892641088377,,56,33,32,29,26,24,19,16
"578",8165,"Europe","Italy",6153,660,2020-03-27,60431283,80539,0,TRUE,0,72374,72374,5709,4919.8,4919.8,0,0,789.2,1332.73688728402,1197.6247467723,0,135.112140511728,94.4709381728665,81.4114769001347,0,13.0594612727319,,0.101379455915768,,57,34,33,30,27,25,20,17
"579",9136,"Europe","Italy",5959,971,2020-03-28,60431283,86498,0,TRUE,0,77362,77362,5702.6,4910.4,4910.4,0,0,792.2,1431.34475566239,1280.16477823249,0,151.179977429902,94.3650327596057,81.2559283244078,0,13.1091044351979,,0.105620939212467,,58,35,34,31,28,26,21,18
"580",10023,"Europe","Italy",5974,887,2020-03-29,60431283,92472,0,TRUE,0,82449,82449,5470.6,4653.4,4653.4,0,0,817.2,1530.20083985309,1364.34303405407,0,165.857805799026,90.5259615288989,77.0031640731507,0,13.5227974557482,,0.108389566571503,,59,36,35,32,29,27,22,19
"581",10781,"Europe","Italy",5217,758,2020-03-30,60431283,97689,0,TRUE,0,86908,86908,5050.6,4197.6,4197.6,0,0,853,1616.53029938153,1438.12932119942,0,178.400978182111,83.5759187836538,69.4607129224776,0,14.1152058611762,,0.110360429526354,,60,37,36,33,30,28,23,20
"582",11591,"Europe","Italy",4050,810,2020-03-31,60431283,101739,0,TRUE,0,90148,90148,4815.2,4011,4011,0,0,804.2,1683.54856871068,1491.74393666274,0,191.804632047941,79.6805853021522,66.3729082170902,0,13.3076770850621,,0.113928778541169,,61,38,37,34,31,29,24,21
"583",12430,"Europe","Italy",4053,839,2020-04-01,60431283,105792,0,TRUE,0,93362,93362,4554,3775.2,3775.2,0,0,778.8,1750.61648120229,1544.92831138468,0,205.688169817609,75.3583206234427,62.4709556472597,0,12.8873649761829,,0.117494706594071,,62,39,38,35,32,30,25,22
"584",13157,"Europe","Italy",4782,727,2020-04-02,60431283,110574,0,TRUE,0,97417,97417,4427.6,3647.6,3647.6,0,0,780,1829.74768217316,1612.02931931794,0,217.718362855212,73.2666887115403,60.359466470371,0,12.9072222411694,,0.118988188905168,,63,40,39,36,33,31,26,23
"585",13917,"Europe","Italy",4668,760,2020-04-03,60431283,115242,0,TRUE,0,101325,101325,4578.6,3824.4,3824.4,0,0,754.2,1906.99244297031,1676.69781229037,0,230.294630679941,75.7653945556642,63.2851035117027,0,12.4802910439615,,0.120763263393554,,64,41,40,37,34,32,27,24
"586",14681,"Europe","Italy",4585,764,2020-04-04,60431283,119827,0,TRUE,0,105146,105146,4631.2,3939.4,3939.4,0,0,691.8,1982.86374293923,1739.92665355127,0,242.937089387958,76.635804670902,65.1880914062341,0,11.4477132646679,,0.122518297211814,,65,42,41,38,35,33,28,25
"587",15362,"Europe","Italy",4805,681,2020-04-05,60431283,124632,0,TRUE,0,109270,109270,4394.6,3721,3721,0,0,673.6,2062.375541489,1808.16945422125,0,254.206087267748,72.720613924414,61.5740691787067,0,11.1465447457073,,0.123258874125425,,66,43,42,39,36,34,29,26
"588",15889,"Europe","Italy",4316,527,2020-04-06,60431283,128948,0,TRUE,0,113059,113059,4068.8,3426.4,3426.4,0,0,642.4,2133.7955045568,1870.86876841586,0,262.926736140949,67.3293664806024,56.6991106245419,0,10.6302558560605,,0.123220212798958,,67,44,43,40,37,35,30,27
"589",16525,"Europe","Italy",3599,636,2020-04-07,60431283,132547,0,TRUE,0,116022,116022,3919,3321.4,3321.4,0,0,597.6,2193.35075179522,1919.89966521148,0,273.451086583748,64.850517901465,54.9615999382307,0,9.88891796323437,,0.124672757587874,,68,45,44,41,38,36,31,28
"590",17129,"Europe","Italy",3039,604,2020-04-08,60431283,135586,0,TRUE,0,118457,118457,3798.8,3215,3215,0,0,583.8,2243.63927537332,1960.19336541308,0,283.445909960244,62.8614818586592,53.2009224427686,0,9.66055941589061,,0.126333102237694,,69,46,45,42,39,37,32,29
"591",17669,"Europe","Italy",3836,540,2020-04-09,60431283,139422,0,TRUE,0,121753,121753,3725.8,3133.4,3133.4,0,0,592.4,2307.11633244656,2014.73465324243,0,292.38167920413,61.6534982386523,51.8506284236924,0,9.80286981495991,,0.126730358193112,,70,47,46,43,40,38,33,30
"592",18281,"Europe","Italy",4204,612,2020-04-10,60431283,143626,0,TRUE,0,125345,125345,3944.8,3355.8,3355.8,0,0,589,2376.6829507823,2074.17406643509,0,302.508884347201,65.2774490986729,55.5308415345079,0,9.74660756416507,,0.127281968445825,,71,48,47,44,41,39,34,31
"593",18851,"Europe","Italy",3951,570,2020-04-11,60431283,147577,0,TRUE,0,128726,128726,4155.4,3601,3601,0,0,554.4,2442.06299575007,2130.12191053432,0,311.941085215748,68.7623991037887,59.5883426800652,0,9.17405642372345,,0.127736706939428,,72,49,48,45,42,40,35,32
"594",19470,"Europe","Italy",4694,619,2020-04-12,60431283,152271,0,TRUE,0,132801,132801,4018.8,3459.6,3459.6,0,0,559.2,2519.73799728859,2197.55387288402,0,322.184124404574,66.5019804395018,57.2484949558327,0,9.25348548366911,,0.12786413696633,,73,50,49,46,43,41,36,33
"595",19901,"Europe","Italy",4092,431,2020-04-13,60431283,156363,0,TRUE,0,136462,136462,3772.4,3214.8,3214.8,0,0,557.6,2587.45127089226,2258.1350788134,0,329.316192078861,62.4246220289581,53.1976128986042,0,9.22700913035389,,0.127274355186329,,74,51,50,47,44,42,37,34
"596",20465,"Europe","Italy",3153,564,2020-04-14,60431283,159516,0,TRUE,0,139051,139051,3515.6,2956.4,2956.4,0,0,559.2,2639.62623464407,2300.97712802159,0,338.649106622476,58.1751673218654,48.9216818381963,0,9.25348548366911,,0.128294340379648,,75,52,51,48,45,43,38,35
"597",21069,"Europe","Italy",2972,604,2020-04-15,60431283,162488,0,TRUE,0,141419,141419,3334,2793.6,2793.6,0,0,540.4,2688.80606092709,2340.16213092812,0,348.643929998971,55.170101220588,46.2277128883727,0,8.94238833221529,,0.12966495987396,,76,53,52,49,46,44,39,36
"598",21647,"Europe","Italy",2667,578,2020-04-16,60431283,165155,0,TRUE,0,143508,143508,3214.2,2645,2645,0,0,569.2,2732.93883235939,2374.7303197253,0,358.208512634094,53.187684266111,43.7687215742218,0,9.41896269188923,,0.131070812267264,,77,54,53,50,47,45,40,37
"599",22172,"Europe","Italy",3786,525,2020-04-17,60431283,168941,0,TRUE,0,146769,146769,3281.8,2729.4,2729.4,0,0,552.4,2795.58850339153,2428.69243732588,0,366.89606606565,54.306310193679,45.1653492115996,0,9.14096098207943,,0.131241084165478,,78,55,54,51,48,46,41,38
"600",22747,"Europe","Italy",3493,575,2020-04-18,60431283,172434,0,TRUE,0,149687,149687,3296.8,2778.6,2778.6,0,0,518.2,2853.38969222282,2476.97868668451,0,376.411005538307,54.5545260060092,45.9794970760426,0,8.57502892996662,,0.131917139311273,,79,56,55,52,49,47,42,39
"601",23227,"Europe","Italy",3491,480,2020-04-19,60431283,175925,0,TRUE,0,152698,152698,3214.6,2721.2,2721.2,0,0,493.4,2911.15778561246,2526.80387407959,0,384.353911532873,53.1943033544398,45.0296579008591,0,8.16464545358072,,0.132027852778173,,80,57,56,53,50,48,43,40
"602",23660,"Europe","Italy",3047,433,2020-04-20,60431283,178972,0,TRUE,0,155312,155312,3003.2,2508,2508,0,0,495.2,2961.57869095713,2570.05961630833,0,391.519074648804,49.6961151726665,41.5016838216061,0,8.19443135106035,,0.132199450193326,,81,58,57,54,51,49,44,41
"603",24114,"Europe","Italy",2256,454,2020-04-21,60431283,181228,0,TRUE,0,157114,157114,2978.6,2511,2511,0,0,467.6,2998.91034913159,2599.87860922959,0,399.031739901997,49.289041240445,41.5513269840721,0,7.73771425637281,,0.133058909219326,,82,59,58,55,52,50,45,42
"604",24648,"Europe","Italy",2729,534,2020-04-22,60431283,183957,0,TRUE,0,159309,159309,2809.6,2345.2,2345.2,0,0,464.4,3044.06907925486,2636.20085643391,0,407.868222820952,46.4924764215249,38.8077148717826,0,7.68476154974238,,0.133987834113407,,83,60,59,56,53,51,46,43
"605",25085,"Europe","Italy",3370,437,2020-04-23,60431283,187327,0,TRUE,0,162242,162242,2804.4,2342.6,2342.6,0,0,461.8,3099.83489842504,2684.73532160487,0,415.099576820171,46.4064282732505,38.7646907976453,0,7.64173747560514,,0.133910221164061,,84,61,60,57,54,52,47,44
"606",25549,"Europe","Italy",2646,464,2020-04-24,60431283,189973,0,TRUE,0,164424,164424,2824.6,2370.6,2370.6,0,0,454,3143.62016772009,2720.8424484385,0,422.777719281585,46.7406922338551,39.2280269806617,0,7.51266525319345,,0.13448753243882,,85,62,61,58,55,53,48,45
"607",25969,"Europe","Italy",3021,420,2020-04-25,60431283,192994,0,TRUE,0,167025,167025,2743.6,2344.4,2344.4,0,0,399.2,3193.61083232338,2763.88307029655,0,429.72776202683,45.4003268472721,38.7944766951249,0,6.60585015214719,,0.134558587313595,,86,63,62,59,56,54,49,46
"608",26384,"Europe","Italy",2357,415,2020-04-26,60431283,195351,0,TRUE,0,168967,168967,2417.4,2039,2039,0,0,378.4,3232.61381030087,2796.0187441329,0,436.595066167965,40.0024603151318,33.7408027560825,0,6.26165755904934,,0.13505945707982,,87,64,63,60,57,55,50,47
"609",26644,"Europe","Italy",2324,260,2020-04-27,60431283,197675,0,TRUE,0,171031,171031,2306.4,1944.4,1944.4,0,0,362,3271.07071349122,2830.17323990953,0,440.897473581688,38.1656633038885,32.1753883663201,0,5.99027493756835,,0.134786897685595,,88,65,64,61,58,56,51,48
"610",26977,"Europe","Italy",1739,333,2020-04-28,60431283,199414,0,TRUE,0,172437,172437,2119.4,1776.8,1776.8,0,0,342.6,3299.8472000007,2853.43933538528,0,446.407864615418,35.0712395101722,29.4019903565509,0,5.66924915362131,,0.135281374427071,,89,66,65,62,59,57,52,49
"611",27359,"Europe","Italy",2091,382,2020-04-29,60431283,201505,0,TRUE,0,174146,174146,2022.4,1705.8,1705.8,0,0,316.6,3334.44848423953,2881.7193902701,0,452.729093969426,33.4661105904371,28.2271021781881,0,5.239008412249,,0.135773305873303,,90,67,66,63,60,58,53,50
"612",27682,"Europe","Italy",2086,323,2020-04-30,60431283,203591,0,TRUE,0,175909,175909,1950.6,1632.2,1632.2,0,0,318.4,3368.96702987425,2910.89302207931,0,458.074007794936,32.2779842354166,27.009189925688,0,5.26879430972862,,0.135968682309139,,91,68,67,64,61,59,54,51
"613",27967,"Europe","Italy",1872,285,2020-05-01,60431283,205463,0,TRUE,0,177496,177496,1982.8,1636.2,1636.2,0,0,346.6,3399.94436325305,2937.15425502384,0,462.79010822921,32.8108208458854,27.075380808976,0,5.73544003690936,,0.136116965098339,,92,69,68,65,62,60,55,52
"614",28236,"Europe","Italy",1965,269,2020-05-02,60431283,207428,0,TRUE,0,179192,179192,1842.4,1537.4,1537.4,0,0,305,3432.46063466831,2965.21918953797,0,467.241445130331,30.4875208424749,25.4404659917613,0,5.04705485071366,,0.136124341940336,,93,70,69,66,63,61,56,53
"615",28710,"Europe","Italy",1900,474,2020-05-03,60431283,209328,0,TRUE,0,180618,180618,1669.4,1390,1390,0,0,279.4,3463.90130423013,2988.81623943016,0,475.085064799965,27.6247651402668,23.0013319425967,0,4.62343319767015,,0.137153175877092,,94,71,70,67,64,62,57,54
"616",28884,"Europe","Italy",1389,174,2020-05-04,60431283,210717,0,TRUE,0,181833,181833,1510,1240.4,1240.4,0,0,269.6,3486.8860884519,3008.92172022891,0,477.964368222995,24.9870584412381,20.5257929076237,0,4.46126553361444,,0.137074844459631,,95,72,71,68,65,63,58,55
"617",29079,"Europe","Italy",1221,195,2020-05-05,60431283,211938,0,TRUE,0,182859,182859,1405.8,1116.2,1116.2,0,0,289.6,3507.09085557558,3025.89968179229,0,481.191173783287,23.2627859315845,18.4705659815298,0,4.79221995005468,,0.137205220394644,,96,73,72,69,66,64,59,56
"618",29315,"Europe","Italy",1075,236,2020-05-06,60431283,213013,0,TRUE,0,183698,183698,1306,1056.4,1056.4,0,0,249.6,3524.87965545924,3039.78321956196,0,485.096435897282,21.6113233935477,17.4810122763735,0,4.1303111171742,,0.13762070859525,,97,74,73,70,67,65,60,57
"619",29684,"Europe","Italy",1444,369,2020-05-07,60431283,214457,0,TRUE,0,184773,184773,1293.6,1030.2,1030.2,0,0,263.4,3548.77456432623,3057.57201944562,0,491.202544880604,21.4061316553547,17.0474619908368,0,4.35866966451796,,0.138414693854712,,98,75,74,71,68,66,61,58
"620",29958,"Europe","Italy",1401,274,2020-05-08,60431283,215858,0,TRUE,0,185900,185900,,,,,,,3571.95792119787,3076.22130081203,0,495.736620385836,,,,,,0.138785683180609,,99,76,75,72,69,67,62,59
"621",30201,"Europe","Italy",1327,243,2020-05-09,60431283,217185,0,TRUE,0,186984,186984,,,,,,,3593.91674672868,3094.15903018309,0,499.757716545585,,,,,,0.139056564679881,,100,77,76,73,70,68,63,60
"622",161,"Asia","Japan",566,7,2020-04-19,126529100,10361,0,TRUE,0,10200,10200,507.2,497.2,497.2,0,0,10,81.8863012540198,80.6138666915358,0,1.27243456248405,4.00856403783794,3.92953083519918,0,0.0790332026387606,,0.0155390406331435,,96,77,58,44,30,18,9,1
"623",171,"Asia","Japan",390,10,2020-04-20,126529100,10751,0,TRUE,0,10580,10580,465.8,458.2,458.2,0,0,7.6,84.9685961569315,83.6171283918087,0,1.35146776512281,3.68136657891347,3.62130134490801,0,0.060065234005458,,0.0159054971630546,,97,78,59,45,31,19,10,2
"624",186,"Asia","Japan",367,15,2020-04-21,126529100,11118,0,TRUE,0,10932,10932,395.4,368.8,368.8,0,0,26.6,87.869114693774,86.3990971246931,0,1.47001756908095,3.12497283233659,2.91474451331749,0,0.210228319019103,,0.0167296276308689,,98,79,60,46,32,20,11,3
"625",186,"Asia","Japan",378,0,2020-04-22,126529100,11496,0,TRUE,0,11310,11310,375.8,344.6,344.6,0,0,31.2,90.8565697535192,89.3865521844382,0,1.47001756908095,2.97006775516462,2.72348416293169,0,0.246583592232933,,0.0161795407098121,,99,80,61,47,33,21,12,4
"626",287,"Asia","Japan",276,101,2020-04-23,126529100,11772,0,TRUE,0,11485,11485,428.2,395.6,395.6,0,0,32.6,93.0378861463489,90.7696332306165,0,2.26825291573243,3.38420173699173,3.12655349638937,0,0.257648240602359,,0.0243798844716276,,100,81,62,48,34,22,13,5
"627",317,"Asia","Japan",468,30,2020-04-24,126529100,12240,0,TRUE,0,11923,11923,412.8,380.4,380.4,0,0,32.4,96.7366400298429,94.2312875061942,0,2.50535252364871,3.26249060492804,3.00642302837845,0,0.256067576549584,,0.0258986928104575,,101,82,63,49,35,23,14,6
"628",334,"Asia","Japan",652,17,2020-04-25,126529100,12892,0,TRUE,0,12558,12558,377.8,344.8,344.8,0,0,33,101.88960484189,99.2498958737555,0,2.6397089681346,2.98587439569237,2.72506482698446,0,0.26080956870791,,0.0259075395594167,,102,83,64,50,36,24,15,7
"629",348,"Asia","Japan",290,14,2020-04-26,126529100,13182,0,TRUE,0,12834,12834,360.8,343,343,0,0,17.8,104.181567718414,101.431212266585,0,2.75035545182887,2.85151795120648,2.71083885050949,0,0.140679100696994,,0.0263996358670915,,103,84,65,51,37,25,16,8
"630",351,"Asia","Japan",203,3,2020-04-27,126529100,13385,0,TRUE,0,13034,13034,322.4,308,308,0,0,14.4,105.785941731981,103.011876319361,0,2.7740654126205,2.54803045307364,2.43422264127383,0,0.113807811799815,,0.0262233843855062,,104,85,66,52,38,26,17,9
"631",376,"Asia","Japan",191,25,2020-04-28,126529100,13576,0,TRUE,0,13200,13200,239.2,223,223,0,0,16.2,107.295475902381,104.323827483164,0,2.9716484192174,1.89047420711915,1.76244041884436,0,0.128033788274792,,0.0276959340011785,,105,86,67,53,39,27,18,10
"632",389,"Asia","Japan",276,13,2020-04-29,126529100,13852,0,TRUE,0,13463,13463,219.8,203,203,0,0,16.8,109.476792295211,106.402400712563,0,3.07439158264779,1.73714979399996,1.60437401356684,0,0.132775780433118,,0.0280825873520069,,106,87,68,54,40,28,19,11
"633",415,"Asia","Japan",236,26,2020-04-30,126529100,14088,0,TRUE,0,13673,13673,231.8,210.4,210.4,0,0,21.4,111.341975877486,108.062097967977,0,3.27987790950856,1.83198963716647,1.66285858351952,0,0.169131053646948,,0.029457694491766,,107,88,69,55,41,29,20,12
"634",432,"Asia","Japan",193,17,2020-05-01,126529100,14281,0,TRUE,0,13849,13849,252.6,229.4,229.4,0,0,23.2,112.867316688414,109.45308233442,0,3.41423435399446,1.99637869865509,1.81302166853317,0,0.183357030121925,,0.0302499824942231,,108,89,70,56,42,30,21,13
"635",458,"Asia","Japan",263,26,2020-05-02,126529100,14544,0,TRUE,0,14086,14086,241,216.8,216.8,0,0,24.2,114.945889917813,111.326169236958,0,3.61972068085523,1.90470018359413,1.71343983320833,0,0.191260350385801,,0.0314906490649065,,109,90,71,57,43,31,22,14
"636",492,"Asia","Japan",295,34,2020-05-03,126529100,14839,0,TRUE,0,14347,14347,228.6,207.4,207.4,0,0,21.2,117.277369395657,113.38893582583,0,3.88843356982702,1.80669901232207,1.63914862272789,0,0.167550389594172,,0.0331558730372667,,110,91,72,58,44,32,23,15
"637",510,"Asia","Japan",218,18,2020-05-04,126529100,15057,0,TRUE,0,14547,14547,214.6,192.4,192.4,0,0,22.2,119.000293213182,114.969599878605,0,4.03069333457679,1.6960525286278,1.52059881876975,0,0.175453709858048,,0.0338712891014146,,111,92,73,59,45,33,24,16
